company,date,source,label,case_type,mentions,title,claim,has_metric,score,rank,url,file
McKinsey & Company,2026-07,keyword,DX,자사/일반,,What really works when it comes to digital and AI transformations?,a massive number of companies are going through some sort of digital transformation just about 90% of them according to McKenzie research all with varying levels of success it is show me the money time for digital transformations to succeed in a digital transformation it needs to be a CEO agenda item it needs to mobilize cross functional teams across the company in a unique way it's going to need …,Y,3,1,https://www.youtube.com/watch?v=eR0Vtsp9YAM,transcripts/2026-07-18/What_really_works_when_it_comes_to_digital_and_AI_transforma__eR0Vtsp9YAM.md
The CEO Magazine,2026-07,keyword,AX,자사/일반,,Why AI adoption fails – and how to get it right,And one of the key aspects and factors to really consider when it does come to change management is building that trust that AI is here to really support and not actually to to take over their roles.,N,2,1,https://www.youtube.com/watch?v=JBb2jRns3PA,transcripts/2026-07-18/Why_AI_adoption_fails_–_and_how_to_get_it_right__JBb2jRns3PA.md
The CEO Magazine,2026-07,keyword,AX,자사/일반,,Why AI adoption fails – and how to get it right,"So when you deploy technology, especially generative AI or machine learning, you have to do it understanding the spectrum that you serve and giving people an opportunity to consume as much or as little of the automation and innovation as you're introducing.",N,2,2,https://www.youtube.com/watch?v=JBb2jRns3PA,transcripts/2026-07-18/Why_AI_adoption_fails_–_and_how_to_get_it_right__JBb2jRns3PA.md
The CEO Magazine,2026-07,keyword,AX,자사/일반,,Why AI adoption fails – and how to get it right,People hear that you know we want to deploy generative AI.,N,2,3,https://www.youtube.com/watch?v=JBb2jRns3PA,transcripts/2026-07-18/Why_AI_adoption_fails_–_and_how_to_get_it_right__JBb2jRns3PA.md
까칠한AI,2026-07,keyword,AX,자사/일반,,Why AI transformation doesn't feel like it's working in your company,"업무 자동화 말고 이거에 대해서도 한번 고민해볼 필요가 있다고 생각이 듭니다 안녕하세요 까칠한 AI 황현태입니다 반갑습니다 또 몇 달 더 AX를 하다 보니까 공유 드리고 싶어가지고 카메라를 켰습니다 AX 효능감에 대해서 말씀드리려고 해요 기관들을 돌아다녀 보니까 옛날에는 AX 어떻게 해야 되냐를 요즘은 실무자 입장에서 너무 경영진의 큰 얘기들은 공감되지 않는다 그리고 경영진 입장에서는 실무 AX, 실무 업무 자동화를 굉장히 지원을 많이 했는데 이런 고민을 많이 말씀을 하시고 그래서 저희도 고민을 많이 했습니다 그래서 과연 어떻게 해야 조직 전체가 만족하는 그리고 효능감을 느끼는 AX가 나름의 정답이 있어서 말씀드리려고 합니다 전 직급이 만족을 해야 돼요 일반적으로 실무 업무 자동화 프로젝트로 AI 프로젝트가…",N,2,1,https://www.youtube.com/watch?v=pnn4QZU2TnA,transcripts/2026-07-18/Why_AI_transformation_doesn't_feel_like_it's_working_in_your__pnn4QZU2TnA.md
LangChain,2026-07,keyword,AX,자사/일반,,Why Enterprise AI Adoption Is Slower Than You Think — Aaron Levie (Box) + Harrison Chase,"I basically just tweet what we're running into at Box and what we're seeing when we're building agents and working on AI — what I'm hearing from customers, from the market, and from whatever is in the zeitgeist that sort of resonates.",N,2,1,https://www.youtube.com/watch?v=agSRMrhNTf4,transcripts/2026-07-18/Why_Enterprise_AI_Adoption_Is_Slower_Than_You_Think_—_Aaron___agSRMrhNTf4.md
LangChain,2026-07,keyword,AX,자사/일반,,Why Enterprise AI Adoption Is Slower Than You Think — Aaron Levie (Box) + Harrison Chase,- I think you're one of the smartest people in terms of what it takes for enterprises to actually adopt AI.,N,2,2,https://www.youtube.com/watch?v=agSRMrhNTf4,transcripts/2026-07-18/Why_Enterprise_AI_Adoption_Is_Slower_Than_You_Think_—_Aaron___agSRMrhNTf4.md
LangChain,2026-07,keyword,AX,자사/일반,,Why Enterprise AI Adoption Is Slower Than You Think — Aaron Levie (Box) + Harrison Chase,And we get to kind of see like what's happening in their organizations as they go and adopt AI and as they try and bring all this amazing technology to their organization.,N,2,3,https://www.youtube.com/watch?v=agSRMrhNTf4,transcripts/2026-07-18/Why_Enterprise_AI_Adoption_Is_Slower_Than_You_Think_—_Aaron___agSRMrhNTf4.md
KBS강원,2026-07,keyword,AX,자사/일반,,[AI 시사상식] ‘AX’ 인공지능 전환 / KBS  2026.06.10.,AI는 인공지능 트랜스포메이션은 [음악] 전환을 뜻하는데요.,N,2,1,https://www.youtube.com/watch?v=ZmCHLkystDY,transcripts/2026-07-18/[AI_시사상식]_‘AX’_인공지능_전환_KBS_2026.06.10.__ZmCHLkystDY.md
KBS강원,2026-07,keyword,AX,자사/일반,,[AI 시사상식] ‘AX’ 인공지능 전환 / KBS  2026.06.10.,그럼 AI 전환으로 기대할 수 있는 건 뭘까요?,N,2,2,https://www.youtube.com/watch?v=ZmCHLkystDY,transcripts/2026-07-18/[AI_시사상식]_‘AX’_인공지능_전환_KBS_2026.06.10.__ZmCHLkystDY.md
KBS강원,2026-07,keyword,AX,자사/일반,,[AI 시사상식] ‘AX’ 인공지능 전환 / KBS  2026.06.10.,"AX는 디페이크나 가짜 뉴스, 해킹과 같은 디지털 범죄를 양산하기도 하고 AI를 [음악] 잘 쓰는 사람과 그렇지 못한 사람 사이에 기술 격차를 만들며 이러한 부작용들을 막기 위한 윤리적 기준 마련은 AI 전환을 위해 풀어야 할 숙제입니다.",N,2,3,https://www.youtube.com/watch?v=ZmCHLkystDY,transcripts/2026-07-18/[AI_시사상식]_‘AX’_인공지능_전환_KBS_2026.06.10.__ZmCHLkystDY.md
엔토피아,2026-07,keyword,unclassified,자사/일반,,계속되는 AI 도입 실패.. 95% 기업이 사업 전략에서 놓치는 '이것'은? | KBS Life 20260214 방송,그 친구가이 &gt;&gt; 친구가 개발한 솔루션을 저희가 한 3주 전에 AI 서밋이라는 곳에서 발표를 했는데이 &gt;&gt; 솔루션이 되게 좋거든요.,Y,4,1,https://www.youtube.com/watch?v=YDaz_aZaSQE,transcripts/2026-07-18/계속되는_AI_도입_실패.._95%_기업이_사업_전략에서_놓치는_'이것'은_KBS_Life_20260214___YDaz_aZaSQE.md
엔토피아,2026-07,keyword,unclassified,자사/일반,,계속되는 AI 도입 실패.. 95% 기업이 사업 전략에서 놓치는 '이것'은? | KBS Life 20260214 방송,누구나 손쉽게 AI를 활용하다 보니까 창업자나 기업 입장에서는 야이 많은 AI 기술 중에 &gt;&gt; 어디서 기회를 찾을까?,N,2,2,https://www.youtube.com/watch?v=YDaz_aZaSQE,transcripts/2026-07-18/계속되는_AI_도입_실패.._95%_기업이_사업_전략에서_놓치는_'이것'은_KBS_Life_20260214___YDaz_aZaSQE.md
엔토피아,2026-07,keyword,unclassified,자사/일반,,계속되는 AI 도입 실패.. 95% 기업이 사업 전략에서 놓치는 '이것'은? | KBS Life 20260214 방송,"아, &gt;&gt; 그 순간 미국의 그 AI 개발자 CEO가 &gt;&gt; 아,이 여긴 된다.",N,2,3,https://www.youtube.com/watch?v=YDaz_aZaSQE,transcripts/2026-07-18/계속되는_AI_도입_실패.._95%_기업이_사업_전략에서_놓치는_'이것'은_KBS_Life_20260214___YDaz_aZaSQE.md
한국산업단지공단,2026-07,keyword,AX,협력/고객사 언급,현대,아는 순간 기회가 열린다! 제조업 AI 전환 완전 정복 | TALK 쏘는 M.AX,그게 현대차에서는 아틀라스를 28년도에 이제 물류공정에 도입하겠다고 선언을 했고 그게 30년 정도에는 이제 전체 제조공정에 넣겠다고 했는데 그런 것들이 인간의 개입 없이 또는 인간의 어떤 전문적인 어 도메인적인 지식을 활용하지 않고서는 절대 만들어 낼 수 없습니다.,Y,3,1,https://www.youtube.com/watch?v=FaMWb3JuvbI,transcripts/2026-07-18/아는_순간_기회가_열린다!_제조업_AI_전환_완전_정복_TALK_쏘는_M.AX__FaMWb3JuvbI.md
한국산업단지공단,2026-07,keyword,AX,자사/일반,,아는 순간 기회가 열린다! 제조업 AI 전환 완전 정복 | TALK 쏘는 M.AX,그런 사람들이이 AI 시대에 훨씬 더 다양한 직업군에서 활용될 수 있다고 봅니다.,N,2,2,https://www.youtube.com/watch?v=FaMWb3JuvbI,transcripts/2026-07-18/아는_순간_기회가_열린다!_제조업_AI_전환_완전_정복_TALK_쏘는_M.AX__FaMWb3JuvbI.md
한국산업단지공단,2026-07,keyword,AX,자사/일반,,아는 순간 기회가 열린다! 제조업 AI 전환 완전 정복 | TALK 쏘는 M.AX,그런 식의 AI 학습의 빅데이터 이런게 산업 현장에도 뭐 적용이 되거나 도움이 되거나 이런게 있을 수 있을까요?,N,2,3,https://www.youtube.com/watch?v=FaMWb3JuvbI,transcripts/2026-07-18/아는_순간_기회가_열린다!_제조업_AI_전환_완전_정복_TALK_쏘는_M.AX__FaMWb3JuvbI.md
삼성SDS and KASMO 인공지능혁신추진단,2026-07,keyword,AX,자사/일반,,제조업 AX의 골든 타임 ⏰ 중요한 것은 AI 도입보다 이것?! 📢 IT슈다 EP. 제조,인공지능을 어떻게 산업에 적용하느냐를 이제 지속적으로 연구해 왔습니다.,N,2,1,https://www.youtube.com/watch?v=iAbE9YXnbqA,transcripts/2026-07-18/제조업_AX의_골든_타임_⏰_중요한_것은_AI_도입보다_이것!_📢_IT슈다_EP._제조__iAbE9YXnbqA.md
삼성SDS and KASMO 인공지능혁신추진단,2026-07,keyword,AX,자사/일반,,제조업 AX의 골든 타임 ⏰ 중요한 것은 AI 도입보다 이것?! 📢 IT슈다 EP. 제조,&gt;&gt; 근데 이제 저는 이제 업계 밖에서 이렇게 지켜보다 보면 제조업은 뭔가 이렇게 딱 딱 가는 분야라는 그 이미지가 있어서 AI 기술을 적용하는게 좀 다른 분야보다 쉬울 수도 있지 않을까라는 생각이 들기는 해요.,N,2,2,https://www.youtube.com/watch?v=iAbE9YXnbqA,transcripts/2026-07-18/제조업_AX의_골든_타임_⏰_중요한_것은_AI_도입보다_이것!_📢_IT슈다_EP._제조__iAbE9YXnbqA.md
삼성SDS and KASMO 인공지능혁신추진단,2026-07,keyword,AX,자사/일반,,제조업 AX의 골든 타임 ⏰ 중요한 것은 AI 도입보다 이것?! 📢 IT슈다 EP. 제조,최근에는 그래서 그런지 이제 공통 그런 AI 솔루션을 많이 도입을 하고 있거든요.,N,2,3,https://www.youtube.com/watch?v=iAbE9YXnbqA,transcripts/2026-07-18/제조업_AX의_골든_타임_⏰_중요한_것은_AI_도입보다_이것!_📢_IT슈다_EP._제조__iAbE9YXnbqA.md
엔지니어TV,2026-07,keyword,AX,자사/일반,,중국 AI 베끼기 미국은 알고도 놔둔다? 문샷 kimi K3 빅테크 반도체 메모리 전략,"하드웨어죠 SF 영화에도 보면 인공지능의 어떤 장치들이 나옵니다 그게 양자 형태도 뛰고 있고요 과거에는 그냥 컴퓨터 같은 형태로 뛰고 있죠 그리고 영화 파운데이션 같은 경우에 보면 휴머노이드 로봇으로 로봇 형태까지 나와 있습니다 아마 그렇게 될 가능성이 있다라고 보는데, 지금까지 나온 현상들과 SF 영화들의 내용들을 비교해 보면 SF 에서 말한 것들이 거의 다 실현되는 형태에 사실은 가깝거든요 어떤 창의적인 상황들이 사람 머리에서 쉽게 나오지는 않거든요 특히 기술자 같은 경우 그런데 현재 시장에서 경악을 금치 못하는 핵심 부분이 있는데, 엔스로픽이 오랫동안 공들여 개발한 페이블5 이런 것들을 뭐 뛰어넘었다 라는 거 하고, 예를 들어서 이거는 확인된 건 아닌데, 엔스로픽이 지금 개발하고 있는 것까지 구현되어 …",N,2,1,https://www.youtube.com/watch?v=caP-N91YjLY,transcripts/2026-07-18/중국_AI_베끼기_미국은_알고도_놔둔다_문샷_kimi_K3_빅테크_반도체_메모리_전략__caP-N91YjLY.md
지식인사이드,2026-07,keyword,AX,자사/일반,,지금 세계에서 AI 제일 잘 쓰는 기업들의 공통점ㅣ지식인초대석 EP.78 (장진석 파트너),"생성형 AI가 등장하기 전부터 기존에 회사가 가지고 있던 데이터들을 최대한 잘 활용을 해서 최적화를 하고 데이터 분석에 입각한 의사 결정을 하자라는 흐름을 지난 4, 5년 동안 꾸준하게 이제 진행을 해 왔던 케이스입니다.",Y,4,1,https://www.youtube.com/watch?v=3FW8c5T7fik,transcripts/2026-07-18/지금_세계에서_AI_제일_잘_쓰는_기업들의_공통점ㅣ지식인초대석_EP.78_(장진석_파트너)__3FW8c5T7fik.md
지식인사이드,2026-07,keyword,AX,자사/일반,,지금 세계에서 AI 제일 잘 쓰는 기업들의 공통점ㅣ지식인초대석 EP.78 (장진석 파트너),자동화가 그 정도로 진전되어 있는 회사조차도 마진이 아직 2%밖에 안 되고 있는 상황인 거고 여기서 조금이라도 더 생산성을 개선을 하기 위해서 이런 피지컬 AI 단계로까지 진입을 한 케이스입니다.,Y,4,2,https://www.youtube.com/watch?v=3FW8c5T7fik,transcripts/2026-07-18/지금_세계에서_AI_제일_잘_쓰는_기업들의_공통점ㅣ지식인초대석_EP.78_(장진석_파트너)__3FW8c5T7fik.md
지식인사이드,2026-07,keyword,AX,자사/일반,,지금 세계에서 AI 제일 잘 쓰는 기업들의 공통점ㅣ지식인초대석 EP.78 (장진석 파트너),실제 AI를 도입을 해서 5% 정도의 기업이 매출과 이익이 약 70% 정도 더 개선됐습니다.,Y,3,3,https://www.youtube.com/watch?v=3FW8c5T7fik,transcripts/2026-07-18/지금_세계에서_AI_제일_잘_쓰는_기업들의_공통점ㅣ지식인초대석_EP.78_(장진석_파트너)__3FW8c5T7fik.md
카카오벤처스 Kakao Ventures,2026-07,keyword,AX,자사/일반,,💡 AX란 무엇인가? 직접 해본 스타트업 대표가 알려주는 AI 전환의 모든 것 | EP.2 Vibers.AI 신재인 대표 | [한국의 AI 리더들],"그런 (AX) 시도도 많이 하는 것 같고 근데 실패도 많이 겪으시는 것 같고 그런 사례도 봤어요 제가 아는 분이 연매출 6,700억 규모의 국내 브랜드가 있는데 AI 전문 시니어 개발자를 뽑아 가지고 내부 ERP나 이런 여러 시스템을 만들려고 하신다는 거예요 근데 AI가 사람의 일을 대체하는 거기 때문에 기업 안에 100명의 사람들이 일을 하고 있다면 100개의 AX 아젠다가 존재하는 것이거든요 너무나 많은 아젠다가 존재하기 때문에 그거를 하나의 AI 개발자를 뽑는다고 그런 회사의 문제가 갑자기 마법처럼 뿅 해결되지도 않고 현실적인 문제들이 있는 것 같아요 기업들이 AX를 시작하기로 결심을 한다면 뭔가 그런 문제를 보고 ‘이거 우리 회사도 AI를 도입해 봐야겠다’ 이런 출발점이 있을 것 같은데 [AX를 시도…",Y,4,1,https://www.youtube.com/watch?v=cRfy_RXX5WA,transcripts/2026-07-18/💡_AX란_무엇인가_직접_해본_스타트업_대표가_알려주는_AI_전환의_모든_것_EP.2_Vibers.AI_신재__cRfy_RXX5WA.md
카카오벤처스 Kakao Ventures,2026-07,keyword,AX,협력/고객사 언급,토스,💡 AX란 무엇인가? 직접 해본 스타트업 대표가 알려주는 AI 전환의 모든 것 | EP.2 Vibers.AI 신재인 대표 | [한국의 AI 리더들],계기 자체는 막 엄청 특별하지는 않았던 것 같아요 저는 원래 인생 계획에 있어서 ‘창업을 바로 해야지’ 라고 생각 했었고 그거에 맞춰서 토스를 나왔던 거였고 그다음에 제가 좀 쉬다가 바로 도전했던 일이 패션 브랜드를 1년간 운영을 했는데 패션 브랜드를 시작을 했던 계기는 IT 프로덕트에 있어서의 매일매일 만들어내는 자그마한 변화들에 실증이 있었던 것 같아요 예를 들면 내가 이번 주에 이뤄낸 성과가 버튼의 색깔을 바꿔서 혹은 버튼의 위치를 바꿔서 전환율을 0.5% 상승시켰어 그것만 치열하게 고민해야 하는 상황들이 반복됐는데 그게 조금 지쳤던 것 같아요 저는 그렇게 생각하거든요 오프라인에 있는 데이터의 양과 온라인에 있는 데이터의 양(을 비교해보면) 오프라인이 훨씬 더 크다고 생각을 하는데 저희가 이 맛보는 커…,Y,3,2,https://www.youtube.com/watch?v=cRfy_RXX5WA,transcripts/2026-07-18/💡_AX란_무엇인가_직접_해본_스타트업_대표가_알려주는_AI_전환의_모든_것_EP.2_Vibers.AI_신재__cRfy_RXX5WA.md
카카오벤처스 Kakao Ventures,2026-07,keyword,AX,자사/일반,,💡 AX란 무엇인가? 직접 해본 스타트업 대표가 알려주는 AI 전환의 모든 것 | EP.2 Vibers.AI 신재인 대표 | [한국의 AI 리더들],[ 카카오벤처스 김영무 심사역 ] 이번 두 번째 에피소드는 [ 카카오벤처스 김영무 심사역 ] 바로 AX와 관련된 이야기인데요 [ Vibers AI 신재인 대표 ] 그 생산성의 혁신을 경험해 버린거죠 [ Vibers AI 신재인 대표 ] ‘와 말이 안된다’ [ Vibers AI 신재인 대표 ] ‘이거 그냥 게임 체인저구나’ 안녕하세요 카카오벤처스에서 테크 투자를 담당하고 있는 김영무 심사역입니다 이번 &lt;한국의 AI 리더들&gt; 시리즈는 한국 AI 생태계 최전선에서 활약하고 계신 분들을 모셔서 그분들의 이야기를 듣는 시간인데요 이번 두 번째 에피소드는 바로 AX와 관련된 이야기인데요 지금 저희는 실제 산업의 최전선에서 AI를 도입하는 데 큰 역할을 해주고 있는 저희 ‘Vibers AI’의 신재인 대표님을…,N,2,3,https://www.youtube.com/watch?v=cRfy_RXX5WA,transcripts/2026-07-18/💡_AX란_무엇인가_직접_해본_스타트업_대표가_알려주는_AI_전환의_모든_것_EP.2_Vibers.AI_신재__cRfy_RXX5WA.md
